ad_id,ad_name,campaign_id,campaign_name,campaign_type,adset_name,audience_type,optimization_goal,creative_id,creative_theme,creative_angle,creative_headline,creative_message,start_date,end_date,status,impressions,reach,clicks,link_clicks,spend,ctwa_conversations_meta,active_days,ctwa_conversations,negative_outcomes,orders_created,gross_revenue,delivered_orders,net_revenue,unique_products_ordered,frequency,cpm,link_ctr_pct,net_roas,delivered_rate,cost_per_delivered_order,cost_per_ctwa,order_creation_rate,aov,negative_outcome_rate,net_revenue_per_day,ctwa_conversations_per_day,repeat_conversation_rate,repeat_conversations,repeat_delivered_orders
120209876543210011,Trial test creative,120209876543220004,January Trial Bundle Test,experimental,Experimental food-interest test,interest_test,CONVERSATIONS,120209876543230004,discovery,experimental,New: 3-product discovery bundle,Try our most popular items at 25% off. Limited to first 50 customers.,2026-01-05,2026-01-31,COMPLETED,532636.0,339194.0,7465.0,6794.0,2817.5,852.0,27,15.0,10.0,8.0,3902.0,5.0,2708.0,9,1.5703,5.2897,1.2755,0.9611,0.625,563.5,187.8333,0.5333,541.6,0.6667,100.2963,0.5556,0.0,,
120209876543210012,Ramadan Cairo women creative A,120209876543220005,Ramadan Suhoor Specials,seasonal,Ramadan Cairo women 25-50,demographic,CONVERSATIONS,120209876543230006,ramadan_seasonal,ramadan,"Suhoor essentials, delivered before dawn","Premium dates, honey, fresh bread. Order by midnight for next-day delivery.",2026-02-28,2026-03-13,COMPLETED,1142085.0,1033185.0,22611.0,20561.0,7810.11,3148.0,14,16.0,2.0,15.0,13375.0,14.0,12686.0,8,1.1054,6.8385,1.8003,1.6243,0.9333,557.865,488.1319,0.9375,906.1429,0.125,906.1429,1.1429,0.0,,
120209876543210013,Ramadan Cairo women creative B refresh,120209876543220005,Ramadan Suhoor Specials,seasonal,Ramadan Cairo women 25-50,demographic,CONVERSATIONS,120209876543230030,ramadan_seasonal,ramadan_health,"Traditional Ramadan recipes, modernized","Sugar-free basbousa, healthy konafa, no-added-sugar Qamar El Din. Tradition without the regret.",2026-03-13,2026-03-29,COMPLETED,1306468.0,1124988.0,25699.0,23369.0,9628.56,3362.0,17,24.0,7.0,17.0,17197.0,17.0,17197.0,15,1.1613,7.3699,1.7887,1.786,1.0,566.3859,401.19,0.7083,1011.5882,0.2917,1011.5882,1.4118,0.2083,5.0,3.0
120209876543210014,Ramadan multi-city creative A,120209876543220005,Ramadan Suhoor Specials,seasonal,Ramadan multi-city Cairo+Alex+Mansoura+Tanta,broad,CONVERSATIONS,120209876543230006,ramadan_seasonal,ramadan,"Suhoor essentials, delivered before dawn","Premium dates, honey, fresh bread. Order by midnight for next-day delivery.",2026-02-28,2026-03-13,COMPLETED,968188.0,880783.0,18270.0,16614.0,6876.64,2326.0,14,10.0,4.0,7.0,5085.0,6.0,4316.0,9,1.0992,7.1026,1.716,0.6276,0.8571,1146.1067,687.664,0.7,719.3333,0.4,308.2857,0.7143,0.1,1.0,
120209876543210015,Ramadan multi-city creative B refresh,120209876543220005,Ramadan Suhoor Specials,seasonal,Ramadan multi-city Cairo+Alex+Mansoura+Tanta,broad,CONVERSATIONS,120209876543230026,ramadan_seasonal,ramadan_limited,Cocoa Spice Blend - Ramadan limited edition,Hand-mixed spices for traditional Egyptian sweets. Only available during Ramadan.,2026-03-13,2026-03-29,COMPLETED,1185209.0,999700.0,23073.0,20981.0,7978.07,2889.0,17,14.0,10.0,9.0,6880.0,4.0,3114.0,4,1.1856,6.7314,1.7702,0.3903,0.4444,1994.5175,569.8621,0.6429,778.5,0.7143,183.1765,0.8235,0.0,,
120209876543210016,Iftar high-income creative,120209876543220006,Ramadan Iftar Premium Bundles,seasonal,High-income Cairo+Alex Iftar,demographic,CONVERSATIONS,120209876543230007,ramadan_seasonal,ramadan_premium,Iftar Premium Bundle - perfect for hosting,"Fayoum honey, premium Medjool dates, Yemen coffee, traditional sweets. Tap to order.",2026-02-28,2026-03-29,COMPLETED,2693406.0,1855665.0,41550.0,37784.0,18796.11,5232.0,30,30.0,13.0,24.0,36112.0,15.0,24903.0,9,1.4515,6.9786,1.4028,1.3249,0.625,1253.074,626.537,0.8,1660.2,0.4333,830.1,1.0,0.1,3.0,1.0
120209876543210017,Iftar 1% LAL creative A,120209876543220006,Ramadan Iftar Premium Bundles,seasonal,1% Lookalike premium customers Ramadan,lookalike,CONVERSATIONS,120209876543230007,ramadan_seasonal,ramadan_premium,Iftar Premium Bundle - perfect for hosting,"Fayoum honey, premium Medjool dates, Yemen coffee, traditional sweets. Tap to order.",2026-02-28,2026-03-15,COMPLETED,1245809.0,1073083.0,23464.0,21338.0,9489.81,3481.0,16,12.0,7.0,11.0,11500.0,5.0,5818.0,3,1.161,7.6174,1.7128,0.6131,0.4545,1897.962,790.8175,0.9167,1163.6,0.5833,363.625,0.75,0.0833,1.0,
120209876543210018,Iftar 1% LAL creative B refresh scarcity,120209876543220006,Ramadan Iftar Premium Bundles,seasonal,1% Lookalike premium customers Ramadan,lookalike,CONVERSATIONS,120209876543230008,urgency_scarcity,ramadan_scarcity,Last 100 Iftar Premium boxes,"Made fresh weekly. Once sold out, gone until next Ramadan. Order now.",2026-03-15,2026-03-29,COMPLETED,1367116.0,1178985.0,21441.0,19497.0,8216.81,3155.0,15,13.0,5.0,10.0,18489.0,8.0,15648.0,2,1.1596,6.0103,1.4261,1.9044,0.8,1027.1013,632.0623,0.7692,1956.0,0.3846,1043.2,0.8667,0.1538,2.0,2.0
120209876543210019,Iftar retargeting scarcity,120209876543220006,Ramadan Iftar Premium Bundles,seasonal,Retargeting cart abandoners 30d,retargeting,CONVERSATIONS,120209876543230008,urgency_scarcity,ramadan_scarcity,Last 100 Iftar Premium boxes,"Made fresh weekly. Once sold out, gone until next Ramadan. Order now.",2026-02-28,2026-03-29,COMPLETED,1844073.0,1317520.0,25326.0,23036.0,11346.77,4949.0,30,19.0,7.0,16.0,33776.0,12.0,25963.0,5,1.3997,6.1531,1.2492,2.2881,0.75,945.5642,597.1984,0.8421,2163.5833,0.3684,865.4333,0.6333,0.1579,3.0,3.0
120209876543210020,Iftar multi-city scale refresh,120209876543220006,Ramadan Iftar Premium Bundles,seasonal,High-income Cairo+Alex Iftar,demographic,CONVERSATIONS,120209876543230030,ramadan_seasonal,ramadan_health,"Traditional Ramadan recipes, modernized","Sugar-free basbousa, healthy konafa, no-added-sugar Qamar El Din. Tradition without the regret.",2026-03-15,2026-03-29,COMPLETED,1188886.0,1029149.0,23455.0,21329.0,9245.76,3099.0,15,10.0,8.0,9.0,13068.0,2.0,2025.0,5,1.1552,7.7768,1.794,0.219,0.2222,4622.88,924.576,0.9,1012.5,0.8,135.0,0.6667,0.2,2.0,
120209876543210021,Eid gift general,120209876543220007,Eid Gifting Premium,seasonal,Gift-buyer general Eid,broad,CONVERSATIONS,120209876543230009,gift_positioning,eid_gift,Eid gifts that mean something,"Hand-carved wooden gift sets, premium chocolate, single-origin honey. Free gift card.",2026-03-22,2026-04-05,COMPLETED,1456979.0,1299916.0,20025.0,18210.0,6287.47,2552.0,15,16.0,7.0,13.0,23594.0,9.0,19187.0,16,1.1208,4.3154,1.2498,3.0516,0.6923,698.6078,392.9669,0.8125,2131.8889,0.4375,1279.1333,1.0667,0.25,4.0,3.0
120209876543210022,Eid gift hostess refresh,120209876543220007,Eid Gifting Premium,seasonal,Gift-buyer general Eid,broad,CONVERSATIONS,120209876543230010,gift_positioning,eid_gift,The hostess gift for your Eid visits,Curated Egyptian premium gift boxes. Same-day delivery available.,2026-03-29,2026-04-05,COMPLETED,636050.0,559075.0,11933.0,10852.0,3228.72,1541.0,8,19.0,6.0,19.0,38415.0,13.0,31031.0,14,1.1377,5.0762,1.7062,9.6109,0.6842,248.3631,169.9326,1.0,2387.0,0.3158,3878.875,2.375,0.1579,3.0,3.0
120209876543210023,Eid 1% LAL gift buyers,120209876543220007,Eid Gifting Premium,seasonal,1% Lookalike past gift buyers Eid,lookalike,CONVERSATIONS,120209876543230009,gift_positioning,eid_gift,Eid gifts that mean something,"Hand-carved wooden gift sets, premium chocolate, single-origin honey. Free gift card.",2026-03-22,2026-04-05,COMPLETED,874688.0,739230.0,15703.0,14282.0,5460.05,2162.0,15,12.0,6.0,9.0,14598.0,6.0,12358.0,5,1.1832,6.2423,1.6328,2.2633,0.6667,910.0083,455.0042,0.75,2059.6667,0.5,823.8667,0.8,0.0833,1.0,1.0
120209876543210024,5% LAL test creative,120209876543220008,Post-Eid Lookalike Test,experimental,5% Lookalike experimental,lookalike,CONVERSATIONS,120209876543230011,discovery,experimental_intro,Discover Egypt's premium specialty store,"Single-origin honey, specialty coffee, artisan chocolate. From producers we know personally.",2026-04-05,2026-04-28,COMPLETED,1032294.0,652411.0,11908.0,7033.0,4256.1,828.0,24,25.0,13.0,20.0,27971.0,11.0,15547.0,15,1.5823,4.123,0.6813,3.6529,0.55,386.9182,170.244,0.8,1413.3636,0.52,647.7917,1.0417,0.36,9.0,2.0
120209876543210025,10% LAL test creative,120209876543220008,Post-Eid Lookalike Test,experimental,10% Lookalike experimental,lookalike,CONVERSATIONS,120209876543230012,premium_heritage,experimental_premium,"Made in Egypt, sourced with care","We work directly with small producers in Fayoum, Tunis Village, Alexandria. Real food, real stories.",2026-04-05,2026-04-28,COMPLETED,831250.0,553574.0,10292.0,9364.0,3506.02,817.0,24,38.0,16.0,22.0,31917.0,16.0,25886.0,15,1.5016,4.2178,1.1265,7.3833,0.7273,219.1262,92.2637,0.5789,1617.875,0.4211,1078.5833,1.5833,0.1316,5.0,2.0
120209876543210026,Summer launch hero high-income,120209876543220009,Summer Premium Launch,launch,Cairo+Alex high-income summer launch,demographic,CONVERSATIONS,120209876543230013,premium_heritage,summer_launch,"New summer collection: cold brew, herbal teas, light honeys","Curated for warmer months. Premium quality, summer-ready packaging.",2026-04-29,2026-05-29,COMPLETED,2222191.0,1301189.0,29408.0,26748.0,11883.84,3463.0,31,8.0,3.0,6.0,6238.0,5.0,5285.0,10,1.7078,5.3478,1.2037,0.4447,0.8333,2376.768,1485.48,0.75,1057.0,0.375,170.4839,0.2581,0.125,1.0,1.0
120209876543210027,Summer launch new arrivals refresh,120209876543220009,Summer Premium Launch,launch,Cairo+Alex high-income summer launch,demographic,CONVERSATIONS,120209876543230014,discovery,new_arrivals,"Just arrived: Yemen Bunn coffee, smoked honey, premium saffron",New from our roastery and Fayoum farms. Limited summer batches.,2026-05-29,2026-06-27,COMPLETED,2502305.0,1473386.0,32564.0,29616.0,11813.36,3578.0,30,24.0,6.0,19.0,18214.0,16.0,14384.0,28,1.6983,4.721,1.1835,1.2176,0.8421,738.335,492.2233,0.7917,899.0,0.25,479.4667,0.8,0.4167,10.0,7.0
120209876543210028,Summer 1% LAL high-LTV initial,120209876543220009,Summer Premium Launch,launch,1% Lookalike Cycle 2 Ramadan high-LTV,lookalike,CONVERSATIONS,120209876543230013,premium_heritage,summer_launch,"New summer collection: cold brew, herbal teas, light honeys","Curated for warmer months. Premium quality, summer-ready packaging.",2026-04-29,2026-05-29,COMPLETED,3008381.0,1686497.0,34136.0,31045.0,14022.62,4501.0,31,15.0,3.0,14.0,14079.0,12.0,12041.0,21,1.7838,4.6612,1.032,0.8587,0.8571,1168.5517,934.8413,0.9333,1003.4167,0.2,388.4194,0.4839,0.2,3.0,1.0
120209876543210029,Summer 1% LAL high-LTV refresh premium scale,120209876543220009,Summer Premium Launch,launch,1% Lookalike Cycle 2 Ramadan high-LTV,lookalike,CONVERSATIONS,120209876543230016,premium_heritage,premium_scale,"Quality you can taste, sourced with care",Single-origin coffee from Yemen and Ethiopia. Single-source honey from Fayoum. Tap to explore.,2026-05-29,2026-06-27,COMPLETED,2860097.0,1665984.0,34724.0,31575.0,13453.24,4298.0,30,26.0,4.0,22.0,28715.0,20.0,27236.0,29,1.7168,4.7038,1.104,2.0245,0.9091,672.662,517.4323,0.8462,1361.8,0.1538,907.8667,0.8667,0.5,13.0,9.0
120209876543210030,Summer 3% LAL scale initial,120209876543220009,Summer Premium Launch,launch,3% Lookalike all Cycle 2 delivered,lookalike,CONVERSATIONS,120209876543230015,value_discount,subscription_value,Specialty groceries with weekly free delivery,"Subscribe to weekly delivery. Premium honey, coffee, healthy snacks delivered at your schedule.",2026-04-29,2026-05-29,COMPLETED,1860306.0,1132457.0,22220.0,20214.0,8860.81,2549.0,31,8.0,7.0,3.0,2202.0,1.0,1140.0,2,1.6427,4.7631,1.0866,0.1287,0.3333,8860.81,1107.6013,0.375,1140.0,0.875,36.7742,0.2581,0.125,1.0,
120209876543210031,Summer 3% LAL refresh,120209876543220009,Summer Premium Launch,launch,3% Lookalike all Cycle 2 delivered,lookalike,CONVERSATIONS,120209876543230028,discovery,spring_refresh,"Spring new arrivals: light honey, hibiscus tea",Lighter selections for warmer months. Same premium quality.,2026-05-29,2026-06-27,COMPLETED,1734179.0,1048937.0,25322.0,23031.0,8561.97,2847.0,30,16.0,6.0,13.0,13546.0,10.0,9472.0,23,1.6533,4.9372,1.3281,1.1063,0.7692,856.197,535.1231,0.8125,947.2,0.375,315.7333,0.5333,0.1875,3.0,2.0
120209876543210032,Lookalike 1% scale all-cycle3,120209876543220010,Lookalike Scale Cycle 3,scale,1% Cycle 2 high-LTV scale,lookalike,CONVERSATIONS,120209876543230016,premium_heritage,premium_scale,"Quality you can taste, sourced with care",Single-origin coffee from Yemen and Ethiopia. Single-source honey from Fayoum. Tap to explore.,2026-04-29,2026-06-15,COMPLETED,3418247.0,1649900.0,36662.0,33348.0,17332.05,4834.0,48,31.0,9.0,22.0,37979.0,20.0,35941.0,28,2.0718,5.0704,0.9756,2.0737,0.9091,866.6025,559.0984,0.7097,1797.05,0.2903,748.7708,0.6458,0.2258,7.0,4.0
120209876543210033,Lookalike 3% scale initial,120209876543220010,Lookalike Scale Cycle 3,scale,3% Cycle 2 high-LTV scale broader,lookalike,CONVERSATIONS,120209876543230015,value_discount,subscription_value,Specialty groceries with weekly free delivery,"Subscribe to weekly delivery. Premium honey, coffee, healthy snacks delivered at your schedule.",2026-04-29,2026-05-30,COMPLETED,1845649.0,1078265.0,24541.0,22322.0,9234.37,2777.0,32,1.0,,1.0,708.0,1.0,708.0,2,1.7117,5.0033,1.2094,0.0767,1.0,9234.37,9234.37,1.0,708.0,0.0,22.125,0.0312,0.0,,
120209876543210034,Lookalike 3% scale refresh,120209876543220010,Lookalike Scale Cycle 3,scale,3% Cycle 2 high-LTV scale broader,lookalike,CONVERSATIONS,120209876543230027,premium_heritage,default_premium,"Specialty Egyptian food, delivered to you","Honey, coffee, chocolate, traditional sweets. From small producers we know personally.",2026-05-30,2026-06-15,COMPLETED,942458.0,727725.0,15963.0,14519.0,4899.45,1862.0,17,4.0,2.0,4.0,2666.0,2.0,963.0,5,1.2951,5.1986,1.5405,0.1966,0.5,2449.725,1224.8625,1.0,481.5,0.5,56.6471,0.2353,0.25,1.0,1.0
120209876543210035,Sale general,120209876543220011,Mid-Year Sale,promotional,General audience sale promo,broad,CONVERSATIONS,120209876543230017,value_discount,sale,Up to 25% off mid-year favorites,Best of our catalog at our biggest discount of the year. Ends June 5.,2026-05-15,2026-05-29,COMPLETED,936301.0,738941.0,15431.0,14033.0,4718.07,1849.0,15,8.0,4.0,6.0,5217.0,4.0,2548.0,4,1.2671,5.0391,1.4988,0.5401,0.6667,1179.5175,589.7588,0.75,637.0,0.5,169.8667,0.5333,0.375,3.0,1.0
120209876543210036,Sale urgency refresh,120209876543220011,Mid-Year Sale,promotional,General audience sale promo,broad,CONVERSATIONS,120209876543230018,urgency_scarcity,sale_urgency,Last 3 days: mid-year sale,"Up to 25% off premium honey, coffee, chocolate. Sale ends Friday midnight.",2026-05-29,2026-06-05,COMPLETED,498852.0,471960.0,9609.0,8739.0,2501.52,1162.0,8,11.0,5.0,10.0,13792.0,6.0,6773.0,8,1.057,5.0146,1.7518,2.7076,0.6,416.92,227.4109,0.9091,1128.8333,0.4545,846.625,1.375,0.3636,4.0,3.0
120209876543210037,Retargeting comeback,120209876543220011,Mid-Year Sale,promotional,Retargeting all engagers sale,retargeting,CONVERSATIONS,120209876543230019,value_discount,retargeting,Your favorites are back in stock,We saw you browsing. Here's 10% off to complete your order. Code: COMEBACK10.,2026-05-15,2026-06-05,COMPLETED,907244.0,605033.0,13438.0,12226.0,4773.88,2255.0,22,5.0,1.0,4.0,2085.0,4.0,2085.0,5,1.4995,5.262,1.3476,0.4368,1.0,1193.47,954.776,0.8,521.25,0.2,94.7727,0.2273,0.0,,
120209876543210038,Sale 1% LAL,120209876543220011,Mid-Year Sale,promotional,1% Lookalike sale buyers historical,lookalike,CONVERSATIONS,120209876543230017,value_discount,sale,Up to 25% off mid-year favorites,Best of our catalog at our biggest discount of the year. Ends June 5.,2026-05-15,2026-06-05,COMPLETED,1035729.0,723181.0,15690.0,14272.0,5559.02,1972.0,22,10.0,4.0,10.0,10913.0,6.0,4952.0,11,1.4322,5.3673,1.378,0.8908,0.6,926.5033,555.902,1.0,825.3333,0.4,225.0909,0.4545,0.3,3.0,2.0
120209876543210039,Retention Custom Audience warm,120209876543220012,Summer Retention Push,retention,Existing customer Custom Audience retention,custom,REACH,120209876543230020,premium_heritage,retention_warm,Thanks for being part of our story,"From all of us at the shop, thank you for choosing premium. Here's what's new this month.",2026-06-05,2026-06-27,COMPLETED,842175.0,544173.0,12178.0,11080.0,4708.1,2261.0,23,10.0,5.0,6.0,4870.0,5.0,3984.0,9,1.5476,5.5904,1.3156,0.8462,0.8333,941.62,470.81,0.6,796.8,0.5,173.2174,0.4348,0.2,2.0,2.0
120209876543210040,Retention LAL warm recent,120209876543220012,Summer Retention Push,retention,Lookalike recent buyers warm retention,lookalike,REACH,120209876543230020,premium_heritage,retention_warm,Thanks for being part of our story,"From all of us at the shop, thank you for choosing premium. Here's what's new this month.",2026-06-05,2026-06-27,COMPLETED,964092.0,639172.0,12230.0,11128.0,4298.55,1595.0,23,6.0,4.0,4.0,2776.0,2.0,738.0,3,1.5083,4.4587,1.1542,0.1717,0.5,2149.275,716.425,0.6667,369.0,0.6667,32.087,0.2609,0.3333,2.0,1.0
